id,he_thong_id,don_vi,tram,he_thong_folder,gp_so,gp_ngay,gp_han,gp_cu,ten_he_thong_theo_gp,nam_sx_gp,he_thong_csdl,trang_thai_doi_chieu,kieu_thiet_bi,so_san_xuat,noi_san_xuat,muc_dich,pham_vi,ma_dia_chi,dia_diem,thoi_gian,thanh_phan_theo_gp,created_at,updated_at,attrs,luu_tru
a6b58190-f6fc-4169-b44b-519682ca527f,988abbb5-6f25-4a47-8322-876cb0829381,PLK,Đài KSKL Pleiku,,2832/GP-CHK,2025-07-14,2027-07-30,,Hệ thống chuyển mạch thoại (VCCS),2016,,,R&S VCS-4G,6424049796863,Rumania,Phục vụ điều hành bay,Tại Đài KSKL Pleiku,Không,Đài KSKL Pleiku - Cảng HK Pleiku,24/24h,"Tên: Hệ thống chuyển mạch thoại (VCCS) || Model: R&S VCS-4G || Serial: 6424049796863 || SX: Rumania. Năm sản xuất: 2016 || Tính năng: Hệ thống có chức năng điều khiển chuyển mạch thoại radio và telephone; gồm có 01 server lưu trữ cấu hình và giám sát hệ thống, 03 bảng điều khiển cho 03 vị trí khai thác (mỗi vị trí khai thác có 2 đường ghi âm riêng biệt cho radio và telephone), 01 workstation cho vị trí quản lý giám sát hệ thống, 02 khối giao tiếp thoại radio 4 dây E&M, 01 khối giao tiếp thoại telephone, 02 switch chuyển mạch hoạt động theo cấu hình chính/dự phòng || Kênh/thành phần: Tính năng kỹ thuật chính: Hệ thống có chức năng điều khiển chuyển mạch thoại radio",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
cc015490-d817-44cd-8611-0512a2fbc5eb,c6622ed5-a311-43b5-a527-900edfc6d197,BDKT-QNH,Trạm ra đa Quy Nhơn,,6289/GP-CHK,2025-12-12,2027-12-19,,Máy thu phát VHF thoại không - địa,2025,,,Máy phát: T6-TV; máy thu: T6-RV,Máy chính: 407044 (T6TV); 407017 (T6RV); Máy dự phòng: 407031 (T6TV); 407016 (T6RV),Anh,Điều hành bay (Phân khu 5 ACC HCM),Tầm phủ 450 km,Không,Trạm Ra đa Thông Quy Nhơn,24/24h,"Tên: Máy thu phát VHF thoại không – địa || Model: Máy phát: T6-TV; máy thu: T6-RV || Serial: Máy chính: 407044 (T6TV); 407017 (T6RV); Máy dự phòng: 407031 (T6TV); 407016 (T6RV) || SX: Anh; Năm sản xuất: 2025 || Tính năng: Liên lạc thoại không - địa; thiết bị có cấu hình máy chính và máy dự phòng; phân cực đứng; điều chế AM; tần số làm việc 133,15 MHz (sử dụng offset +5 kHz, tần số phụ); phương thức phát 6K80A3E; công suất phát 50W; độ nhạy máy thu 1µV; ăng ten cao 12 mét || Kênh/thành phần: Tên thiết bị: Máy thu phát VHF thoại không – địa",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
f9738389-2a68-4e53-8c94-96656243776d,10203ebd-7f22-4bef-bae0-e74e34adc72f,PLK,Đài KSKL Pleiku,,3624/GP-CHK,2024-07-19,2026-07-25,7468/GP-CHK,Thiết bị ghi âm,"2020, 2014",,,ATIS UHER VoiceCollect MD-x và ATTECH AR-16-A Standard,Máy chính: 049002-400443; máy dự phòng: 032,"Đức, Việt Nam",Ghi âm liên lạc thoại không - địa (A/G) và địa - địa (G/G),Tại Đài KSKL Pleiku - Cảng HK Pleiku,Không,Đài KSKL Pleiku - Cảng HK Pleiku,24/24h,"Tên: Thiết bị ghi âm || Model: ATIS UHER VoiceCollect MD-x và ATTECH AR-16-A Standard || Serial: Máy chính: 049002-400443; máy dự phòng: 032 || SX: Đức (Atis Uher)/ Việt Nam (Attech); Năm sản xuất: 2020/2014 || Tính năng: - Thiết bị ghi âm Atis UHER VC-MDX có 32 kênh ghi; lưu trữ trực tiếp trên 02 ổ cứng dung lượng 02x2TB (RAID-1); lưu trữ bên ngoài thông qua ổ RDX 1TB. - Thiết bị ghi âm Attech AR-16-A Standard có 24 kênh ghi; lưu trữ trực tiếp trên ổ cứng dung lượng 02x500GB (RAID-1); lưu trữ bên ngoài thông qua ổ DVD-RAM: 01x4.7GB. (Chi tiết các kênh ghi như trong Phụ lục kèm theo) || Phụ lục kèm theo): 9. Địa điểm đặt thiết bị: Đài KSKL Pleiku - Cảng HK Pleiku || Phụ lục: Danh mục các kênh ghi âm tại Đài KSKL Pleiku; (Kèm theo Giấy phép số: 3624 /GP-CHK ngày 19 tháng 07 năm 2024); Nội dung kênh ghi; Stt Ghi chú; Ghi âm Atis UHER VC-MDX Ghi âm Attech AR-16-A Standard; 1 RF1 - VCS 121,5 RF1 - VCS 121,5 Ghi âm VHF trên VCS tần số 121,5 MHz; 2 RF2 - VCS 118,1 RF2 - VCS 118,1 Ghi âm VHF trên VCS tần số 118,1 MHz; 3 Tel1_VCS Tel1_VCS Ghi âm thoại tổng hợp từ CWP1; 4 Tel2_VCS Tel2_VCS Ghi âm thoại tổng hợp từ CWP2; 5 ICOM1_118,1 ICOM1_118,1 ICOM A200 tần số 118,1 MHz; 6 Jotron 118,1 Jotron 118,1 VHF Jotron tần số 118,1 MHz; 7 EXT REC Không ghi âm Phục vụ hiệp đồng phối hợp ĐHB Quân sự và dân dụng; 8 TM271 TM271 Tần số 146,5875 MHz,142,450 MHz/147,450 MHz; Phục vụ hiệp đồng ĐHB; Liên lạc Đài KSKL Pleiku -; 9 Hotline HCM-PLK Hotline HCM-PLK; Phục vụ hiệp đồng ĐHB; Liên lạc CLT DAN - Đài KSKL; Phục vụ hiệp đồng ĐHB; Liên lạc CLT DAN - Đài KSKL; 12 6012 6012 PBX QLBMN, trực điều hành bay Đài KSKL Pleiku; 13 5665 Không ghi âm trên Attech PBX QLBMT, trực kỹ thuật Đài KSKL Pleiku; 14 5666 5666 PBX QLBMT, trực điều hành bay Đài KSKL Pleiku; 15 5667 5667 PBX QLBMT, trực Quan trắc khí tượng Đài KSKL Pleiku; 16 0269. 3867628 0269. 3867628 Điện thoại VNPT, trực điều hành bay Đài KSKL Pleiku; 17 0269. 6577009 Không ghi âm Điện thoại Viettel, trực điều hành bay Đài KSKL Pleiku; Điện thoại VNPT, trực thủ tục bay, khí tượng Đài KSKL; 18 0269. 3867948 0269. 3867948; Điện thoại VNPT, trực An ninh Hàng không Đài KSKL; 19 0269. 3867679 0269. 3867679; Điện thoại VNPT, tr",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
0d98b960-6962-4136-a92f-ac7a0a20be7a,2236fe1c-6896-4157-a310-ae0e094233f6,PLK,Đài KSKL Pleiku,,2146/GP-CHK,2024-05-03,2026-05-03,4740/GP-CHK,Hệ thống quan trắc thời tiết tự động IMS,2015,,,IMS,YLGS021708; YLGS021707,Slovakia (MicroStep-MIS),Quan trắc và báo cáo thời tiết sân bay phục vụ điều hành bay,Khu vực Cảng hàng không Pleiku,Không áp dụng,"Cảng Hàng không Pleiku, tỉnh Gia Lai",24/24h,"Tên: Hệ thống quan trắc thời tiết tự động IMS || Model: IMS || Serial: YLGS021708; YLGS021707 || SX: Hãng MicroStep - MIS, Slovakia; Năm sản xuất: 2015 || Tính năng: Phụ lục kèm theo || Phụ lục kèm theo: 9. Địa điểm đặt thiết bị: Cảng Hàng không Pleiku, tỉnh Gia Lai; 10. Thời gian hoạt động (theo Giấy phép mới): 24/24h từ ngày 03/5/2024 || PHỤ LỤC: (Kèm theo Giấy phép số 2146/GP-CHK ngày 03/5/2024); Thiết bị ngoài trời: Các thiết bị đo lắp đặt tại các trạm dọc đường CHC bao gồm:; + 01 cảm biến đo độ cao chân mây đặt tại khu vực tiếp cận; + 01 bộ cảm biến đo hướng và tốc độ gió; + 01 bộ cảm biến đo tầm nhìn; + 01 bộ cảm biến đo ánh sáng nền; + 01 bộ cảm biến đo hướng và tốc độ gió; + 01 cảm biến đo nhiệt độ và độ ẩm; + 01 cảm biến đo khí áp; + 01 cảm biến đo lượng mưa; + 01 cảm biến đo giông; + 01 bộ cảm biến tầm nhìn và hiện tượng thời tiết; + 01 bộ cảm biến đo hướng và tốc độ gió; + 01 bộ cảm biến đo tầm nhìn; + 01 bộ cảm biến đo ánh sáng nền; + 01 cảm biến đo độ cao chân mây đặt tại khu vực tiếp cận; - 01 bộ giao tiếp với cường độ ánh sáng đèn đường băng RLSI tại nhà điều dòng; b) Thiết bị trong nhà:; - Trạm xử lý dữ liệu trung tâm gồm 02 máy tính xử lý (đặt tại Đài KSKL Pleiku), lưu; trữ số liệu khí tượng, kết nối AMHS (VVPKYMYW); - 02 máy tính tại vị trí khai thác của nhân viên quan trắc tại Đài KSKL Pleiku; - 01 máy tính cho kỹ thuật viên đặt tại Đài KSKL Pleiku; - 01 máy tính hiển thị số liệu khí tượng tại cabin Đài KSKL Pleiku; - 01 thiết bị giao tiếp với hệ thống đèn đường băng; METAR, MET REPORT và truyền về các thiết bị đầu cuối. Quan trắc viên có thể truy; SÂN BAY PLEIKU",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
7ea00670-5a43-4801-b4f9-d4cff39f2ef0,a96041a8-8fbe-4fed-8a98-b9d60c8600c7,PLK,Đài KSKL Pleiku,,4856/GP-CHK,2024-09-23,2026-10-01,,"Thiết bị đo đạc quan trắc thông dụng (đo nhiệt độ, độ ẩm, đo gió hiển thị số và khí áp hiển thị số)","2022, 2023",,,Thiết bị thủ công,Gió WindObserver (GILL): 2302014; Khí áp PTB 330: V0821324; Nhiệt kế WQG-11: 51 và 99,"Anh, Phần Lan, Trung Quốc",Làm dự phòng đo các yếu tố khí tượng và cung cấp số liệu phục vụ hoạt động bay,Khu vực Cảng hàng không Pleiku,Không áp dụng,"Cảng hàng không Pleiku, tỉnh Gia Lai",24/24h,"Tên: Thiết bị đo đạc quan trắc thông dụng (đo nhiệt độ, độ ẩm, đo gió hiển thị số và khí áp hiển thị số) || Model: Thiết bị bị thủ công || Serial: Gió WindObserver (GILL): 2302014; Khí áp PTB 330: V0821324; Nhiệt kế thủy tinh chất lỏng WQG-11: 51 và 99 || SX: Anh, Phần Lan, Trung Quốc. Năm sản xuất: 2022, 2023 || Tính năng: Khí áp PTB 330 (phạm vi đo 500 ÷ 1100 hPa, sai số ±0,1 hPa); Gió WindObserver (GILL) (phạm vi đo tốc độ gió 0 ÷ 90 m/s, sai số ±2%; phạm vi đo hướng gió 0° ÷ 360°, sai số ±2°); Nhiệt kế thủy tinh chất lỏng WQG-11 (phạm vi đo (-25 ÷ 50)°C, sai số ± 0,3°C). [PB] || Cảm biến/thành phần: 1. Tên thiết bị: Thiết bị đo đạc quan trắc thông dụng (đo nhiệt độ, độ ẩm, đo gió hiển thị số; Pleiku (thiết bị dự Thiết bị đo nhiệt độ, độ; 3.1 Location/siting of sensors/ equipment appropriate; complying with ICAO SARPs / Thiết bị đo được Article 336 ANS Regulations; 3.2 Serviceability of AWOS Sensors/ Tình trạng hoạt - Article 336 ANS; động của thiết bị đo - 14.1, 14.2 MOS-MET Vol; liệu hệ thống/ thiết bị đo; sensors and central data processing system / Nhật ký; d) Regular physical inspection of all sensors and; 3.4.3 Calibration of measuring sensors / Hiệu chuẩn thiết bị 14.2.5 MOS-MET Vol; liệu hướng dẫn về hiệu chuẩn thiết bị đo tại đơn vị; c) Availability of periodic sensor calibration Records; sensor failures Technical supervision position / Khả - DOC 8896 – Manual on MET; năng theo dõi hoạt động liên tục của các thiết bị đo practices; (cảm biến đo)/ chức năng cảnh báo lỗi dữ liệu của hệ - Standards for AWOS (TCCS 01; 3.5.1 Availability of lightning protection on all sensors / Hệ N/A",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
514ad5a1-be82-4e55-8b48-2ec9c0d0bcf8,a96041a8-8fbe-4fed-8a98-b9d60c8600c7,PLK,Đài KSKL Pleiku,,972/GP-CHK,2026-02-27,2028-03-01,,"Thiết bị đo đạc quan trắc thông dụng (đo nhiệt độ, độ ẩm, đo gió hiển thị số và khí áp hiển thị số)",2023,,,"Thiết bị điện tử đo nhiệt độ, độ ẩm và khí áp hiển thị số 1.1006.54.080",09230016,Đức,Làm dự phòng đo các yếu tố khí tượng và cung cấp số liệu phục vụ hoạt động bay,Khu vực Cảng hàng không Pleiku,Không áp dụng,"Cảng hàng không Pleiku, phường Thống Nhất, tỉnh Gia Lai",24/24h,"Tên: Thiết bị đo đạc quan trắc thông dụng (đo nhiệt độ, độ ẩm, đo gió hiển thị số và khí áp hiển thị số) || Model: Thiết bị điện tử đo nhiệt độ, độ ẩm và khí áp hiển thị số 1.1006.54.080 || Serial: 09230016 || SX: Đức Năm sản xuất: 2023 || Tính năng: Đo nhiệt độ (Phạm vi đo -40÷850C, độ chính xác ±0.10C, độ phân giải 0.10C); Đo độ ẩm (Phạm vi đo 0% ÷100%RH, độ chính xác ±1.5%RH, độ phân giải 0.1% RH); Đo khí áp (Phạm vi đo 300 ÷ 1200 hPa, độ chính xác ±0.25 hPa trong giải 800 ÷ 1100 hPa và ±0.5 hPa trong giải 600 ÷ 800 hPa, độ phân giải 0.1 hPa). [PB] || Cảm biến/thành phần: 1. Tên thiết bị: Thiết bị đo đạc quan trắc thông dụng (đo nhiệt độ, độ ẩm, đo gió hiển thị số; Serviceability of AWOS Sensors/ Tình trạng hoạt; động của thiết bị đo; liệu hệ thống/ thiết bị đo dự phòng; sensors and central data processing system / Nhật ký; d) Regular physical inspection of all sensors and Hậu kiểm; 3.4.3 Calibration of measuring sensors / Hiệu chuẩn thiết bị; liệu hướng dẫn về hiệu chuẩn thiết bị đo tại đơn vị; c) Availability of periodic sensor calibration Records; Hậu kiểm; sensor failures Technical supervision position / Khả practices; năng theo dõi hoạt động liên tục của các thiết bị đo - DOC 9837 – Manual on; (cảm biến đo)/ chức năng cảnh báo lỗi dữ liệu của hệ - Standards for AWOS (TCCS; 3.5.1 Availability of lightning protection on all sensors / Hệ N/A",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
a00d69ac-37aa-4f16-8259-4b984d991c26,0b7e4c54-e070-4966-a436-6ec34964c371,BDKT-STR,Trạm ra đa Sơn Trà,,5089/GP-CHK,2025-10-24,2027-11-30,,Hệ thống ra đa giám sát thứ cấp (MSSR),2015,,,Indra MSSR IRS-20MP/S 2NA,1440-0020,"Hãng Indra, Tây Ban Nha",Phục vụ điều hành bay FIR HCM/HAN và APP Đà Nẵng,Tầm phủ: 463 km,0000 0110 (SIC),Trạm Ra đa Thông Sơn Trà 2,24/24h,"Tên: Hệ thống ra đa giám sát thứ cấp (MSSR) || Model: Indra MSSR IRS-20MP/S 2NA || Serial: 1440-0020 || SX: Hãng Indra, Tây Ban Nha; Năm sản xuất: 2015 || Tính năng: Hệ thống có cấu hình chính - dự phòng; công suất phát 3162 W; phương thức phát 25M0V1D; điều chế tần số phát/thu 1030MHz/1090MHz; chế độ A/C/S; tốc độ quay của ăng ten 12 vòng/phút; ăng ten kiểu LVA cao 18 mét || Mã/SIC: 0000 0110 (SIC)",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
bb26fe8b-4b0e-4fc8-97d7-14f8bd782ce1,62705194-97b3-4e07-9574-12672daa21cf,PLK,Đài KSKL Pleiku,,732/GP-CHK,2025-04-08,2027-04-15,4894/GP-CHK,Trạm thu dữ liệu giám sát phụ thuộc tự động - quảng bá (ADS-B),2022,,,Máy thu ADS-B AX 680,"00946/2138425, 00947/2138426",Đức (Thales),Hỗ trợ điều hành bay TWR Pleiku; tăng cường dự phòng tầm phủ ra đa giám sát,Tầm phủ 463 km,"SIC 201, SIC 202","Đài KSKL Pleiku, Cảng HK Pleiku",24/24h,"Tên: Trạm thu dữ liệu giám sát phụ thuộc tự động - quảng bá (ADS-B) || Model: Máy thu ADS-B AX 680 || Serial: (Reciever/Site Monitor): 00946/2138425, 00947/2138426 || SX: Hãng Thales, Đức. Năm sản xuất: 2022 || Tính năng: Tại phụ lục kèm theo || Mã/SIC: SIC 201, SIC 202 || phụ lục kèm theo: 9. Địa điểm đặt thiết bị: Đài KSKL Pleiku, Cảng HK Pleiku; Tọa độ WGS-84: 14000’24,24” -108000’29,14” Đ || Phụ lục: (Kèm theo Giấy phép số: 732 /GP-CHK ngày 08 tháng 04 năm 2025);  Hệ thống máy thu ADS-B tại Đài KSKL Pleiku gồm 02 máy thu hoạt động; độc lập trên tần số 1090 MHz. Hệ thống có khả năng giám sát tối thiểu 400; máy bay trong tầm phủ; tốc độ xử lý bản tối thiểu 1.500 bản tin/giây;  Thiết bị giám sát, điều khiển tại chỗ LCMS và thiết bị đầu cuối hiển thị dữ; liệu giám sát ADS-B được đặt tại đài KSKL Pleiku;  Thiết bị điều khiển, giám sát từ xa bằng hệ thống RCMS được đặt tại Phòng; thống này kết nối với hệ thống tích hợp và xử lý dữ liệu ADS-B tại ATCC Hà; Nội, AACC Hồ Chí Minh); + Hệ thống tích hợp và xử lý dữ liệu ADS-B của ATTECH./",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
66e621f7-ba78-4849-acbf-6829e00a5c46,76c379ec-e45d-48b7-b808-27c8ecfca5c0,THO,Đài KSKL Tuy Hòa,,5083/GP-CHK,2025-10-24,2027-11-08,,Ghi âm,"2016, 2015",,,Attech Recoder AR-16-A Standard,Máy chính: 037; Máy dự phòng: 034,Việt Nam,Ghi âm liên lạc thoại không - địa (A/G) và điểm nối điểm (G/G),Đài KSKL Tuy Hòa - Cảng hàng không Tuy Hòa,Không,Đài KSKL Tuy Hòa - Cảng Hàng không Tuy Hòa,24/24h,"Tên: Ghi âm || Model: Attech Recoder AR-16-A Standard || Serial: Máy chính: 037; Máy dự phòng: 034 || SX: Việt Nam. Năm sản xuất: 2016, 2015 || Tính năng: Thiết bị ghi âm Attech AR-16-A Standard có 32 kênh ghi; lưu trữ trên 02 ổ đĩa cứng, dung lượng 02x500GB; lưu trữ bên ngoài thông qua 01 ổ DVD- RAM, dung lượng 4,7 GB. (Chi tiết các kênh ghi như trong phụ lục kèm theo) || phụ lục kèm theo): 9. Địa điểm đặt thiết bị: Đài KSKL Tuy Hòa - Cảng Hàng không Tuy Hòa || Phụ lục: Danh mục các kênh ghi âm tại Đài KSKL Tuy Hòa; (Kèm theo Giấy phép số: 5083 /GP-CHK ngày 24 tháng 10 năm 2025); Stt Nội dung kênh ghi Ghi chú; 1 Bàn khai thác CWP1 ( VCCS) VHF từ CWP1; 2 Bàn khai thác CWP2 (VCCS) VHF từ CWP2; 3 VHF A/G 118.9 Main Máy thu tần số 118.9 MHz Main; 4 VHF A/G 118.9 Standby Máy thu tần số 118.9 MHz Standby; 5 VHF A/G 121.5 Main Máy thu tần số 121.5 MHz Main; 6 VHF A/G 121.5 Standby Máy thu tần số 121.5 MHz Standby; 7 VHF dự phòng độc lập VHF dự phòng cho 118.9 MHz và 121.5 MHz; 8 VHF Quân sự (E915) Ghi âm tần số VHF Quân sự; 9 VHF Quân sự (E910) Ghi âm tần số VHF Quân sự; 10 Bộ đàm 146.425 MHz Liên lạc VHF G/G; dân dụng tại Cabin Đài KSKL Tuy Hòa; 12 Hotline - ACC HCM; 13 6468 PBX QLBMN, đặt tại TWR Tuy Hòa; 14 6368 PBX QLBMN, đặt tại ARO Tuy Hòa; 15 5700 PBX QLBMT, đặt tại TWR Tuy Hòa; 18 ĐT 7 số VNPT 0257.3559009 Điện thoại VNPT, đặt tại TWR Tuy Hòa; 19 ĐT 7 Số Viettel 0257.6251009 Điện thoại Viettel, đặt tại TWR Tuy Hòa; 20 ĐT 7 số Viettel 0257.6250113 Điện thoại Viettel, An ninh Tuy Hòa; 21 ĐT 7 số VNPT 0257.3558009 Điện thoại VNPT, đặt tại ARO Tuy Hòa",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
05ecf771-0581-4b08-a4ad-33ce09bfaeb8,4fea5c20-230a-4be7-a878-2a88882474c5,BDKT-QNH,Trạm ra đa Quy Nhơn,,6276/GP-CHK,2025-12-12,2027-12-19,,Máy thu phát VHF thoại không - địa,2025,,,Máy phát: T6-TV; máy thu: T6-RV,Máy chính: 407046 (T6TV); 407013 (T6RV); Máy dự phòng: 407045 (T6TV); 407019 (T6RV),Anh,Điều hành bay (Phân khu 1 ACC HCM),Tầm phủ 463 km,Không,Trạm Ra đa Thông Quy Nhơn - Phường Quy Nhơn Nam - Tỉnh Gia Lai,24/24h,"Tên: Máy thu phát VHF thoại không – địa || Model: Máy phát: T6-TV; máy thu: T6-RV || Serial: Máy chính: 407046 (T6TV); 407013 (T6RV); Máy dự phòng: 407045 (T6TV); 407019 (T6RV) || SX: Anh; Năm sản xuất: 2025 || Tính năng: Liên lạc thoại không - địa; thiết bị có cấu hình máy chính và máy dự phòng; phân cực đứng; điều chế AM; tần số làm việc 134,05 MHz (sử dụng offset +5 kHz); phương thức phát 6K80A3E; công suất phát 50W; độ nhạy máy thu 1µV; ăng ten cao 12 mét || Kênh/thành phần: Tên thiết bị: Máy thu phát VHF thoại không – địa",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
bfcdc2fa-3ec8-432b-96ce-7d245a588cdf,4fea5c20-230a-4be7-a878-2a88882474c5,BDKT-QNH,Trạm ra đa Quy Nhơn,,6826/GP-CHK,2024-12-13,2027-01-18,,Máy thu phát VHF thoại không - địa,2016,,,Máy phát: Jotron TA-7650; Máy thu: Jotron RA-7203,Máy chính: 06731 (TA7650); 07565 (RA7203); Máy dự phòng: 06730 (TA7650); 07564 (RA7203),Na Uy,Điều hành bay (Phân khu 1 - ACC HCM),Bán kính R = 463 km,Không,"Trạm ra đa Quy Nhơn, núi Vũng Chua, Tp. Quy Nhơn",24/24h,"Tên: Máy thu phát VHF thoại không - địa || Model: Máy phát: Jotron TA-7650; Máy thu Jotron: RA-7203 || Serial: Máy chính: 06731 (TA7650); 07565 (RA7203); Máy dự phòng: 06730 (TA7650); 07564 (RA7203) || SX: Na Uy. Năm sản xuất: 2016 || Tính năng: Liên lạc thoại không - địa; thiết bị có cấu hình chính - dự phòng; tần số làm việc 134,05 MHz (sử dụng offset +5kHz); công suất phát 50W; phân cực đứng; phương thức phát 6K80A3E; độ nhạy máy thu 1V; điều chế AM; ăng ten cao 15 mét || Kênh/thành phần: Tên thiết bị: Máy thu phát VHF thoại không - địa",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
c5d27831-d4a6-4522-969b-1b6aff836b0b,77e611b4-bebe-4d1b-8223-a1536015a91a,BDKT-QNH,Trạm ra đa Quy Nhơn,,6278/GP-CHK,2025-12-12,2027-12-19,,Máy thu phát VHF thoại không - địa,2025,,,Máy phát: T6-TV; máy thu: T6-RV,Máy chính: 407048 (T6TV); 407057 (T6RV); Máy dự phòng: 407049 (T6TV); 407020 (T6RV),Anh,Điều hành bay (Phân khu 1 ACC HCM),Tầm phủ 463 km,Không,Trạm Ra đa Thông Quy Nhơn,24/24h,"Tên: Máy thu phát VHF thoại không – địa || Model: Máy phát: T6-TV; máy thu: T6-RV || Serial: Máy chính: 407048 (T6TV); 407057 (T6RV); Máy dự phòng: 407049 (T6TV); 407020 (T6RV) || SX: Anh; Năm sản xuất: 2025 || Tính năng: Liên lạc thoại không - địa; thiết bị có cấu hình máy chính và máy dự phòng; phân cực đứng; điều chế AM; tần số làm việc 125,375 MHz (sử dụng offset +5 kHz, tần số phụ); phương thức phát 6K80A3E; công suất phát 50W; độ nhạy máy thu 1µV; ăng ten cao 12 mét || Kênh/thành phần: Tên thiết bị: Máy thu phát VHF thoại không – địa",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
eec9cd7f-7bc8-4f89-8600-2422f8b11be8,c6622ed5-a311-43b5-a527-900edfc6d197,BDKT-QNH,Trạm ra đa Quy Nhơn,,4029/GP-CHK,2024-08-09,2026-08-15,4258/GP-CHK,Máy thu phát VHF thoại không - địa,2009,,,"Máy phát: Jotron TA-7650, PAV-200; Máy thu: Jotron RA-7203","Máy chính: 06141 (TA-7650), 00120 (PAV-200), 00880 (RA-7203); máy dự phòng: 01237 (TA-7650), 00119 (PAV-200), 06886 (RA-7203)",Na Uy,Điều hành bay (Dự phòng Phân khu 5 - ACC HCM),Bán kính R = 450 km,Không,"Trạm ra đa - Thông Quy Nhơn, núi Vũng Chua",24/24h,"Tên: Máy thu phát VHF thoại không - địa || Model: Máy phát: Jotron TA-7650, PAV-200, Máy thu: Jotron RA-7203 || Serial: Máy chính: 06141 (TA-7650), 00120 (PAV-200), 00880 (RA-7203); máy dự phòng: 01237 (TA-7650), 00119 (PAV-200), 06886 (RA-7203) || SX: Na Uy. Năm sản xuất: 2009 || Tính năng: Liên lạc thoại không - địa; thiết bị có cấu hình chính - dự phòng; điều chế AM; tần số làm việc 133,15 MHz; công suất phát tối đa 50W (TA- 7650), 200W (PAV-200); phương thức phát 6K80A3E; phân cực đứng; độ ổn định tần số ±1ppm; độ nhạy máy thu 1V; ăng ten cao 10 mét || Kênh/thành phần: Tên thiết bị: Máy thu phát VHF thoại không - địa",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
d5cc0b41-cc35-48cc-b5dc-1d8168fdb21f,2895b9ad-dab8-49c8-a26a-47241cef0c2e,BDKT-STR,Trạm ra đa Sơn Trà,,1970/GP-CHK,2024-04-23,2026-04-24,,Máy thu phát VHF thoại không - địa,2016,,,Máy phát: SU4200; Máy thu: EU4200C,Tại Phụ lục kèm theo,Séc,"Điều hành bay (Phân khu 4, ACC Hà Nội)",Bán kính R = 463 km,Không,Trạm ra đa - Thông Sơn Trà 2,24/24h,"Tên: Máy thu phát VHF thoại không - địa || Model: Máy phát: SU4200; Máy thu: EU4200C || Serial: Tại Phụ lục kèm theo || SX: Séc. Năm sản xuất: 2016 || Tính năng: Tại Phụ lục kèm theo || Phụ lục kèm theo: 6. Nơi sản xuất: Séc. Năm sản xuất: 2016 || Phụ lục kèm theo: 9. Địa điểm đặt thiết bị: Trạm ra đa - Thông Sơn Trà 2, phường Thọ Quang, quận Sơn || Phụ lục: (Kèm theo Giấy phép số: 1970/GP-CHK ngày 23 tháng 04 năm 2024); - Máy chính: Máy chính: 105863 (SU4200), 105808 (EU4200C); - Máy dự phòng: 105864 (SU4200), 105809 (EU4200C); - Thiết bị có cấu hình chính - dự phòng; - Phương thức phát 6K80A3E; - Độ nhạy máy thu 1µV; - Ăng ten cao 10 mét",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
