loai,id,ma,tieu_de,noi_dung,route,tsv,updated_at
thiet_bi,03a4f16f-d1c7-4de5-be04-6ee74eee6a2c,TB_5M0HZAH4,Cảm biến độ cao trần mây,"1821 Cảm biến đo độ cao trần mây Eliasson Trạm trần mây 32 Ra soat 2026-07-11, file nguon: CLA_IMS",/thiet-bi/TB_5M0HZAH4,"'-07':25B '-11':26B '1821':9B '2026':24B '32':21B '5m0hzah4':2A 'bien':4A,11B 'cam':3A,10B 'cao':6A,14B 'cla':29B 'do':5A,12B,13B 'eliasson':17B 'file':27B 'ims':30B 'may':8A,16B,20B 'nguon':28B 'ra':22B 'soat':23B 'tb':1A 'tram':18B 'tran':7A,15B,19B",2026-07-16 03:53:31.441458+00
thiet_bi,97c3cdd7-c8f7-4330-9e0f-55a34038f01f,TB_DXD13AD6,Thiết bị thu phát vô tuyến,"12266313 Thiết bị thu phát vô tuyến RACOM Trạm trần mây 32 Ra soat 2026-07-11, file nguon: CLA_IMS",/thiet-bi/TB_DXD13AD6,"'-07':24B '-11':25B '12266313':9B '2026':23B '32':20B 'bi':4A,11B 'cla':28B 'dxd13ad6':2A 'file':26B 'ims':29B 'may':19B 'nguon':27B 'phat':6A,13B 'ra':21B 'racom':16B 'soat':22B 'tb':1A 'thiet':3A,10B 'thu':5A,12B 'tram':17B 'tran':18B 'tuyen':8A,15B 'vo':7A,14B",2026-07-16 03:53:31.441458+00
thiet_bi,177e9184-befa-4a86-9a33-e54ba30fcab6,TB_BYEW4258,Anten định hướng,"240018010003 Anten định hướng RCD Trạm trần mây 32 Ra soat 2026-07-11, file nguon: CLA_IMS",/thiet-bi/TB_BYEW4258,"'-07':18B '-11':19B '2026':17B '240018010003':6B '32':14B 'anten':3A,7B 'byew4258':2A 'cla':22B 'dinh':4A,8B 'file':20B 'huong':5A,9B 'ims':23B 'may':13B 'nguon':21B 'ra':15B 'rcd':10B 'soat':16B 'tb':1A 'tram':11B 'tran':12B",2026-07-16 03:53:31.441458+00
thiet_bi,0c6b5d61-6121-4f5f-82d7-032f3905bb66,TB_5MNBRM7Y,Thiết bị đo nhiệt ẩm,"Thiết bị đo nhiệt ẩm T.Q Lều KT Ra soat 2026-07-11, file nguon: PCA_IMS",/thiet-bi/TB_5MNBRM7Y,"'-07':19B '-11':20B '2026':18B '5mnbrm7y':2A 'am':7A,12B 'bi':4A,9B 'do':5A,10B 'file':21B 'ims':24B 'kt':15B 'leu':14B 'nguon':22B 'nhiet':6A,11B 'pca':23B 'ra':16B 'soat':17B 't.q':13B 'tb':1A 'thiet':3A,8B",2026-07-17 01:20:13.233503+00
thiet_bi,de7d281b-1c7f-4cdf-8931-79db6ec4f27d,TB_WMSCM92N,Ắc quy dự phòng,"Ắc quy dự phòng Vision Trạm trần mây 32 Ra soat 2026-07-11, file nguon: CLA_IMS",/thiet-bi/TB_WMSCM92N,"'-07':19B '-11':20B '2026':18B '32':15B 'ac':3A,7B 'cla':23B 'du':5A,9B 'file':21B 'ims':24B 'may':14B 'nguon':22B 'phong':6A,10B 'quy':4A,8B 'ra':16B 'soat':17B 'tb':1A 'tram':12B 'tran':13B 'vision':11B 'wmscm92n':2A",2026-07-16 03:53:31.441458+00
thiet_bi,3c0a264a-f0bf-4ce4-b910-b7436b0292b9,TB_807VQ64Y,Chống sét RF,"Chống sét RF Citel P. THIẾT BỊ Ra soat 2026-07-11, file nguon: PCA_IMS",/thiet-bi/TB_807VQ64Y,"'-07':16B '-11':17B '2026':15B '807vq64y':2A 'bi':12B 'chong':3A,6B 'citel':9B 'file':18B 'ims':21B 'nguon':19B 'p':10B 'pca':20B 'ra':13B 'rf':5A,8B 'set':4A,7B 'soat':14B 'tb':1A 'thiet':11B",2026-07-17 01:20:13.233503+00
thiet_bi,9f4c9a44-cff2-4134-9e13-84c4ca159af7,TB_MQ3SR1P7,Nguồn AC/DC,"Nguồn AC/DC MeanWell dp Gió -33 Ra soat 2026-07-11, file nguon: PCA_IMS",/thiet-bi/TB_MQ3SR1P7,"'-07':14B '-11':15B '-33':10B '2026':13B 'ac/dc':4A,6B 'dp':8B 'file':16B 'gio':9B 'ims':19B 'meanwell':7B 'mq3sr1p7':2A 'nguon':3A,5B,17B 'pca':18B 'ra':11B 'soat':12B 'tb':1A",2026-07-17 01:20:13.233503+00
thiet_bi,5cdde878-b34c-422f-bdba-5fac3b2c5f08,TB_Z6Q66Y8X,Converter Serial to fiber,"Converter Serial to fiber 3Onedata dp Gió -33 Ra soat 2026-07-11, file nguon: PCA_IMS",/thiet-bi/TB_Z6Q66Y8X,"'-07':18B '-11':19B '-33':14B '2026':17B '3onedata':11B 'converter':3A,7B 'dp':12B 'fiber':6A,10B 'file':20B 'gio':13B 'ims':23B 'nguon':21B 'pca':22B 'ra':15B 'serial':4A,8B 'soat':16B 'tb':1A 'to':5A,9B 'z6q66y8x':2A",2026-07-17 01:20:13.233503+00
thiet_bi,8f78e2c5-62d4-48fa-ba4e-47b79ec4295a,TB_XF6F90HP,Cảm biến tầm nhìn,"J14130-01 Cảm biến tầm nhìn Biral Trạm 14 Ra soat 2026-07-11, file nguon: CLA_IMS",/thiet-bi/TB_XF6F90HP,"'-01':8B '-07':19B '-11':20B '14':15B '2026':18B 'bien':4A,10B 'biral':13B 'cam':3A,9B 'cla':23B 'file':21B 'ims':24B 'j14130':7B 'nguon':22B 'nhin':6A,12B 'ra':16B 'soat':17B 'tam':5A,11B 'tb':1A 'tram':14B 'xf6f90hp':2A",2026-07-16 03:53:31.441458+00
thiet_bi,42471278-4e6b-456a-9ab3-6bed4d8aa791,TB_KJP0B2EW,Cảm biến đo ánh sáng nền,"J9442-01 Cảm biến đo ánh sáng nền Biral Trạm 14 Ra soat 2026-07-11, file nguon: CLA_IMS",/thiet-bi/TB_KJP0B2EW,"'-01':10B '-07':23B '-11':24B '14':19B '2026':22B 'anh':6A,14B 'bien':4A,12B 'biral':17B 'cam':3A,11B 'cla':27B 'do':5A,13B 'file':25B 'ims':28B 'j9442':9B 'kjp0b2ew':2A 'nen':8A,16B 'nguon':26B 'ra':20B 'sang':7A,15B 'soat':21B 'tb':1A 'tram':18B",2026-07-16 03:53:31.441458+00
thiet_bi,27b710fc-9e7f-43be-bb8f-009be3820624,TB_1254NHTK,Sensor đo khí áp PTB300,Sensor đo khí áp PTB300 MTECH Trạm khí tượng Đề xuất: Không | Hỏng hóc: không | Tình trạng: Hoạt động bình thường | VTDP: Có VTDP trong kho | Niên hạn: Quá niên hạn,/thiet-bi/TB_1254NHTK,"'1254nhtk':2A 'ap':6A,11B 'binh':27B 'co':30B 'de':17B 'do':4A,9B 'dong':26B 'han':35B,38B 'hoat':25B 'hoc':21B 'hong':20B 'khi':5A,10B,15B 'kho':33B 'khong':19B,22B 'mtech':13B 'nien':34B,37B 'ptb300':7A,12B 'qua':36B 'sensor':3A,8B 'tb':1A 'thuong':28B 'tinh':23B 'tram':14B 'trang':24B 'trong':32B 'tuong':16B 'vtdp':29B,31B 'xuat':18B",2026-07-16 03:53:31.441458+00
thiet_bi,34362f11-8585-4090-86f6-39e2fe650ac7,TB_6JFXQGEJ,Anten định hướng,"240018010008 Anten định hướng RCD Trạm 14 Ra soat 2026-07-11, file nguon: CLA_IMS",/thiet-bi/TB_6JFXQGEJ,"'-07':16B '-11':17B '14':12B '2026':15B '240018010008':6B '6jfxqgej':2A 'anten':3A,7B 'cla':20B 'dinh':4A,8B 'file':18B 'huong':5A,9B 'ims':21B 'nguon':19B 'ra':13B 'rcd':10B 'soat':14B 'tb':1A 'tram':11B",2026-07-16 03:53:31.441458+00
thiet_bi,a941b048-aa04-4935-88af-d101dc9f305c,TB_WYC13G1E,Thiết bị Serial server,"Thiết bị Serial server 3Onedata 09 Ra soat 2026-07-11, file nguon: PBA_AWOS900",/thiet-bi/TB_WYC13G1E,"'-07':16B '-11':17B '09':12B '2026':15B '3onedata':11B 'awos900':21B 'bi':4A,8B 'file':18B 'nguon':19B 'pba':20B 'ra':13B 'serial':5A,9B 'server':6A,10B 'soat':14B 'tb':1A 'thiet':3A,7B 'wyc13g1e':2A",2026-07-17 01:20:13.233503+00
thiet_bi,d86f24d5-859c-4a60-9084-373957c1494d,TB_HRZN9FC2,Chống sét RF cho modem,Chống sét RF cho modem Citel Hỏng hóc: 0 lần | Tình trạng: Hoạt động bình thường | VTDP: Không | Niên hạn: Không,/thiet-bi/TB_HRZN9FC2,"'0':16B 'binh':22B 'cho':6A,11B 'chong':3A,8B 'citel':13B 'dong':21B 'han':27B 'hoat':20B 'hoc':15B 'hong':14B 'hrzn9fc2':2A 'khong':25B,28B 'lan':17B 'modem':7A,12B 'nien':26B 'rf':5A,10B 'set':4A,9B 'tb':1A 'thuong':23B 'tinh':18B 'trang':19B 'vtdp':24B",2026-07-17 01:20:13.233503+00
thiet_bi,f3384d5f-6be3-47dd-afee-2f898d4577f3,TB_C6X5P099,Chống sét RF cho modem,Chống sét RF cho modem Citel Hỏng hóc: 0 lần | Tình trạng: Hoạt động bình thường | VTDP: Không | Niên hạn: Không,/thiet-bi/TB_C6X5P099,"'0':16B 'binh':22B 'c6x5p099':2A 'cho':6A,11B 'chong':3A,8B 'citel':13B 'dong':21B 'han':27B 'hoat':20B 'hoc':15B 'hong':14B 'khong':25B,28B 'lan':17B 'modem':7A,12B 'nien':26B 'rf':5A,10B 'set':4A,9B 'tb':1A 'thuong':23B 'tinh':18B 'trang':19B 'vtdp':24B",2026-07-17 01:20:13.233503+00
thiet_bi,0b576486-f706-4ac1-a724-d1b01cf4f402,TB_HZ6GNRCJ,Thiết bị thu phát vô tuyến,"12154313 Thiết bị thu phát vô tuyến RACOM Trạm trần mây 14 Ra soat 2026-07-11, file nguon: CLA_IMS",/thiet-bi/TB_HZ6GNRCJ,"'-07':24B '-11':25B '12154313':9B '14':20B '2026':23B 'bi':4A,11B 'cla':28B 'file':26B 'hz6gnrcj':2A 'ims':29B 'may':19B 'nguon':27B 'phat':6A,13B 'ra':21B 'racom':16B 'soat':22B 'tb':1A 'thiet':3A,10B 'thu':5A,12B 'tram':17B 'tran':18B 'tuyen':8A,15B 'vo':7A,14B",2026-07-16 03:53:31.441458+00
thiet_bi,702a4f5f-67b8-44e2-b71c-297dca7d8259,TB_TFYB7WY5,Thiết bị Serial server,"Thiết bị Serial server 3Onedata 27 Ra soat 2026-07-11, file nguon: PBA_AWOS900",/thiet-bi/TB_TFYB7WY5,"'-07':16B '-11':17B '2026':15B '27':12B '3onedata':11B 'awos900':21B 'bi':4A,8B 'file':18B 'nguon':19B 'pba':20B 'ra':13B 'serial':5A,9B 'server':6A,10B 'soat':14B 'tb':1A 'tfyb7wy5':2A 'thiet':3A,7B",2026-07-17 01:20:13.233503+00
thiet_bi,c4a829f4-5308-4239-850f-d143ad7f1bca,TB_3BMP0GJ7,Chống sét đường tín hiệu,"Chống sét đường tín hiệu AT3W Trạm 27 Celio Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_3BMP0GJ7,"'-07':20B '-11':21B '2026':19B '27':15B '3bmp0gj7':2A 'at3w':13B 'celio':16B 'chong':3A,8B 'duong':5A,10B 'file':22B 'hieu':7A,12B 'ims':25B 'nguon':23B 'plk':24B 'ra':17B 'set':4A,9B 'soat':18B 'tb':1A 'tin':6A,11B 'tram':14B",2026-07-17 01:20:13.233503+00
thiet_bi,2fce5c3c-c70e-4fe1-bfd0-657ecf4b37c4,TB_WBM4YKF5,Thiết bị Serial server,"DCP về Server Thiết bị Serial server 3Onedata Mid Ra soat 2026-07-11, file nguon: PBA_AWOS900",/thiet-bi/TB_WBM4YKF5,"'-07':19B '-11':20B '2026':18B '3onedata':14B 'awos900':24B 'bi':4A,11B 'dcp':7B 'file':21B 'mid':15B 'nguon':22B 'pba':23B 'ra':16B 'serial':5A,12B 'server':6A,9B,13B 'soat':17B 'tb':1A 'thiet':3A,10B 've':8B 'wbm4ykf5':2A",2026-07-17 01:20:13.233503+00
thiet_bi,df216426-639e-4757-8567-37c1542d6daa,TB_KYYYD88A,Thiết bị cắt lọc sét 1 pha,"Thiết bị cắt lọc sét 1 pha nVent ERICO Trạm 27 Celio Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_KYYYD88A,"'-07':25B '-11':26B '1':8A,15B '2026':24B '27':20B 'bi':4A,11B 'cat':5A,12B 'celio':21B 'erico':18B 'file':27B 'ims':30B 'kyyyd88a':2A 'loc':6A,13B 'nguon':28B 'nvent':17B 'pha':9A,16B 'plk':29B 'ra':22B 'set':7A,14B 'soat':23B 'tb':1A 'thiet':3A,10B 'tram':19B",2026-07-17 01:20:13.233503+00
thiet_bi,2d025afb-a258-44a9-b3dd-112f0a6c0e5e,TB_PT5XF35V,Chống sét RF,"Chống sét RF RACOM Trạm 27 Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_PT5XF35V,"'-07':15B '-11':16B '2026':14B '27':11B 'chong':3A,6B 'file':17B 'ims':20B 'nguon':18B 'plk':19B 'pt5xf35v':2A 'ra':12B 'racom':9B 'rf':5A,8B 'set':4A,7B 'soat':13B 'tb':1A 'tram':10B",2026-07-17 01:20:13.233503+00
thiet_bi,e48c1352-846a-4bfd-932a-1140e93fe7d8,TB_6E25NRY4,Chống sét đường tín hiệu,"Chống sét đường tín hiệu Phoenix Contact Trạm 35 Ra soat 2026-07-11, file nguon: BDKT_OPTIMET",/thiet-bi/TB_6E25NRY4,"'-07':21B '-11':22B '2026':20B '35':17B '6e25':2A 'bdkt':25B 'chong':4A,9B 'contact':15B 'duong':6A,11B 'file':23B 'hieu':8A,13B 'nguon':24B 'nry4':3A 'optimet':26B 'phoenix':14B 'ra':18B 'set':5A,10B 'soat':19B 'tb':1A 'tin':7A,12B 'tram':16B",2026-07-16 03:53:31.441458+00
thiet_bi,d53a649e-3ef0-4f5f-a6c6-f8db4571763d,TB_WKDJH9CD,Trạm 02,Trạm 02 Trạm khí tượng Niên hạn: Không,/thiet-bi/TB_WKDJH9CD,"'02':4A,6B 'han':11B 'khi':8B 'khong':12B 'nien':10B 'tb':1A 'tram':3A,5B,7B 'tuong':9B 'wkdjh9cd':2A",2026-07-16 03:53:31.441458+00
thiet_bi,09bf9c75-3870-4f2e-9f22-da90def7f43b,TB_V4Q5TFN1,Chống sét đường tín hiệu,"Chống sét đường tín hiệu AT3W Trạm 27 Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_V4Q5TFN1,"'-07':19B '-11':20B '2026':18B '27':15B 'at3w':13B 'chong':3A,8B 'duong':5A,10B 'file':21B 'hieu':7A,12B 'ims':24B 'nguon':22B 'plk':23B 'ra':16B 'set':4A,9B 'soat':17B 'tb':1A 'tin':6A,11B 'tram':14B 'v4q5tfn1':2A",2026-07-17 01:20:13.233503+00
thiet_bi,da59f724-46f3-4970-a9fa-4f042c9bc40d,TB_AC48R22H,Chống sét đường tín hiệu,"Chống sét đường tín hiệu AT3W Trạm 27 Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_AC48R22H,"'-07':19B '-11':20B '2026':18B '27':15B 'ac48r22h':2A 'at3w':13B 'chong':3A,8B 'duong':5A,10B 'file':21B 'hieu':7A,12B 'ims':24B 'nguon':22B 'plk':23B 'ra':16B 'set':4A,9B 'soat':17B 'tb':1A 'tin':6A,11B 'tram':14B",2026-07-17 01:20:13.233503+00
thiet_bi,05d070da-1b38-4126-855a-86b95fa0bf85,TB_XZJYECQ3,Chống sét đường tín hiệu,"Chống sét đường tín hiệu AT3W Trạm MID Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_XZJYECQ3,"'-07':19B '-11':20B '2026':18B 'at3w':13B 'chong':3A,8B 'duong':5A,10B 'file':21B 'hieu':7A,12B 'ims':24B 'mid':15B 'nguon':22B 'plk':23B 'ra':16B 'set':4A,9B 'soat':17B 'tb':1A 'tin':6A,11B 'tram':14B 'xzjyecq3':2A",2026-07-17 01:20:13.233503+00
thiet_bi,e357409b-bfde-4043-8403-087ca9755d3e,TB_Y1A8M60X,Chống sét đường tín hiệu,"Chống sét đường tín hiệu AT3W Trạm MID Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_Y1A8M60X,"'-07':19B '-11':20B '2026':18B 'at3w':13B 'chong':3A,8B 'duong':5A,10B 'file':21B 'hieu':7A,12B 'ims':24B 'mid':15B 'nguon':22B 'plk':23B 'ra':16B 'set':4A,9B 'soat':17B 'tb':1A 'tin':6A,11B 'tram':14B 'y1a8m60x':2A",2026-07-17 01:20:13.233503+00
thiet_bi,632f9911-7c02-4d6e-9449-cf567b08cf38,TB_ZYKANKWB,Chống sét đường tín hiệu,"Chống sét đường tín hiệu AT3W Trạm MID Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_ZYKANKWB,"'-07':19B '-11':20B '2026':18B 'at3w':13B 'chong':3A,8B 'duong':5A,10B 'file':21B 'hieu':7A,12B 'ims':24B 'mid':15B 'nguon':22B 'plk':23B 'ra':16B 'set':4A,9B 'soat':17B 'tb':1A 'tin':6A,11B 'tram':14B 'zykankwb':2A",2026-07-17 01:20:13.233503+00
thiet_bi,e2e39fca-2629-425c-8765-48b4673d8462,TB_BB66ECHA,Thiết bị cắt lọc sét 1 pha,"Thiết bị cắt lọc sét 1 pha nVent ERICO Trạm MID Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_BB66ECHA,"'-07':24B '-11':25B '1':8A,15B '2026':23B 'bb66echa':2A 'bi':4A,11B 'cat':5A,12B 'erico':18B 'file':26B 'ims':29B 'loc':6A,13B 'mid':20B 'nguon':27B 'nvent':17B 'pha':9A,16B 'plk':28B 'ra':21B 'set':7A,14B 'soat':22B 'tb':1A 'thiet':3A,10B 'tram':19B",2026-07-17 01:20:13.233503+00
thiet_bi,6cef27f2-4362-4615-8ff0-5d648f55caa3,TB_VHXXMB8K,Thiết bị cắt lọc sét 1 pha,"Thiết bị cắt lọc sét 1 pha nVent ERICO Trạm MID Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_VHXXMB8K,"'-07':24B '-11':25B '1':8A,15B '2026':23B 'bi':4A,11B 'cat':5A,12B 'erico':18B 'file':26B 'ims':29B 'loc':6A,13B 'mid':20B 'nguon':27B 'nvent':17B 'pha':9A,16B 'plk':28B 'ra':21B 'set':7A,14B 'soat':22B 'tb':1A 'thiet':3A,10B 'tram':19B 'vhxxmb8k':2A",2026-07-17 01:20:13.233503+00
thiet_bi,967b7a52-e79b-4e8a-8dd8-fbd85c27f65b,TB_THQ78F7J,"Dell Optiplex 3020. Intel Cor i3 4130, CPU 3.40 Ghz. RAM 4G. HDD 1TB",CPU : 9ZCX622 Display : CN-05YJ8T-64180-46A-OYTU Dell OptiPlex 3020 Dell Technologies TWR PBA Vật tư dự phòng: Không; Hỏng hóc: 1 lần; Tình trạng nguồn: Hoạt động bình thường; Đề xuất: Có kế hoạch thay mới do thiết bị quá niên hạn sử dụng; STT nguồn: 5.4; thời gian sử dụng: 12 năm.,/thiet-bi/TB_THQ78F7J,"'-46':24B '05yj8t':22B '1':42B '12':73B '1tb':16A '3.40':11A '3020':5A,30B '4130':9A '4g':14A '5.4':68B '64180':23B '9zcx622':18B 'a':26B 'a-oytu':25B 'bi':60B 'binh':49B 'cn':21B 'cn-05yj8t':20B 'co':53B 'cor':7A 'cpu':10A,17B 'de':51B 'dell':3A,28B,31B 'display':19B 'do':58B 'dong':48B 'du':37B 'dung':65B,72B 'ghz':12A 'gian':70B 'han':63B 'hdd':15A 'hoach':55B 'hoat':47B 'hoc':41B 'hong':40B 'i3':8A 'intel':6A 'ke':54B 'khong':39B 'lan':43B 'moi':57B 'nam':74B 'nguon':46B,67B 'nien':62B 'optiplex':4A,29B 'oytu':27B 'pba':34B 'phong':38B 'qua':61B 'ram':13A 'stt':66B 'su':64B,71B 'tb':1A 'technologies':32B 'thay':56B 'thiet':59B 'thoi':69B 'thq78f7j':2A 'thuong':50B 'tinh':44B 'trang':45B 'tu':36B 'twr':33B 'vat':35B 'xuat':52B",2026-07-16 03:53:31.441458+00
thiet_bi,87b033a1-ac3b-4e0c-b087-5b34fdf945a3,TB_BCAQQVVJ,Server,"Server Fujitsu Phòng thiết bị Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_BCAQQVVJ,"'-07':12B '-11':13B '2026':11B 'bcaqqvvj':2A 'bi':8B 'file':14B 'fujitsu':5B 'ims':17B 'nguon':15B 'phong':6B 'plk':16B 'ra':9B 'server':3A,4B 'soat':10B 'tb':1A 'thiet':7B",2026-07-16 03:53:31.441458+00
thiet_bi,9965dab0-c548-432d-8e45-0ec1aee9a268,TB_ZAJCAHYR,Thiết bị cắt lọc sét 1 pha,"Thiết bị cắt lọc sét 1 pha nVent ERICO Trạm MID Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_ZAJCAHYR,"'-07':24B '-11':25B '1':8A,15B '2026':23B 'bi':4A,11B 'cat':5A,12B 'erico':18B 'file':26B 'ims':29B 'loc':6A,13B 'mid':20B 'nguon':27B 'nvent':17B 'pha':9A,16B 'plk':28B 'ra':21B 'set':7A,14B 'soat':22B 'tb':1A 'thiet':3A,10B 'tram':19B 'zajcahyr':2A",2026-07-17 01:20:13.233503+00
thiet_bi,b149602d-b725-497b-b9c5-dd4ff6f8a76e,TB_P6W64J6J,Thiết bị cắt lọc sét 1 pha,"Thiết bị cắt lọc sét 1 pha nVent ERICO Trạm 09 Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_P6W64J6J,"'-07':24B '-11':25B '09':20B '1':8A,15B '2026':23B 'bi':4A,11B 'cat':5A,12B 'erico':18B 'file':26B 'ims':29B 'loc':6A,13B 'nguon':27B 'nvent':17B 'p6w64j6j':2A 'pha':9A,16B 'plk':28B 'ra':21B 'set':7A,14B 'soat':22B 'tb':1A 'thiet':3A,10B 'tram':19B",2026-07-17 01:20:13.233503+00
thiet_bi,4243f871-7241-4bd3-b981-d7d8268aa3d1,TB_SMXMTP6N,Thiết bị cắt lọc sét 1 pha,"Thiết bị cắt lọc sét 1 pha nVent ERICO Trạm 09 Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_SMXMTP6N,"'-07':24B '-11':25B '09':20B '1':8A,15B '2026':23B 'bi':4A,11B 'cat':5A,12B 'erico':18B 'file':26B 'ims':29B 'loc':6A,13B 'nguon':27B 'nvent':17B 'pha':9A,16B 'plk':28B 'ra':21B 'set':7A,14B 'smxmtp6n':2A 'soat':22B 'tb':1A 'thiet':3A,10B 'tram':19B",2026-07-17 01:20:13.233503+00
thiet_bi,79b19410-1a4c-443c-88fb-9c2a07877ef3,TB_GYQJN8CP,Thiết bị cắt lọc sét 1 pha,"Thiết bị cắt lọc sét 1 pha nVent ERICO Trạm 09 Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_GYQJN8CP,"'-07':24B '-11':25B '09':20B '1':8A,15B '2026':23B 'bi':4A,11B 'cat':5A,12B 'erico':18B 'file':26B 'gyqjn8cp':2A 'ims':29B 'loc':6A,13B 'nguon':27B 'nvent':17B 'pha':9A,16B 'plk':28B 'ra':21B 'set':7A,14B 'soat':22B 'tb':1A 'thiet':3A,10B 'tram':19B",2026-07-17 01:20:13.233503+00
thiet_bi,08d29cc5-d58c-4bd8-9ca3-602ffdd932df,TB_NGQ2Z7HT,Thiết bị cắt lọc sét 1 pha,"Thiết bị cắt lọc sét 1 pha nVent ERICO Trạm 09 Ceilo Ra soat 2026-07-11, file nguon: PLK_IMS",/thiet-bi/TB_NGQ2Z7HT,"'-07':25B '-11':26B '09':20B '1':8A,15B '2026':24B 'bi':4A,11B 'cat':5A,12B 'ceilo':21B 'erico':18B 'file':27B 'ims':30B 'loc':6A,13B 'ngq2z7ht':2A 'nguon':28B 'nvent':17B 'pha':9A,16B 'plk':29B 'ra':22B 'set':7A,14B 'soat':23B 'tb':1A 'thiet':3A,10B 'tram':19B",2026-07-17 01:20:13.233503+00
thiet_bi,f812a0a9-0e6f-4d75-ac93-9b20b04c95ce,TB_P5ZJQ5YV,Anten định hướng,"09062348405 Anten định hướng CompleTech Trạm 03 Ra soat 2026-07-11, file nguon: THA_DAW21",/thiet-bi/TB_P5ZJQ5YV,"'-07':16B '-11':17B '03':12B '09062348405':6B '2026':15B 'anten':3A,7B 'completech':10B 'daw21':21B 'dinh':4A,8B 'file':18B 'huong':5A,9B 'nguon':19B 'p5zjq5yv':2A 'ra':13B 'soat':14B 'tb':1A 'tha':20B 'tram':11B",2026-07-17 01:20:13.233503+00
thiet_bi,f9160d3f-07ee-4b83-ac73-52a76be78757,TB_7B4RV4TZ,Đèn chớp báo chướng ngại,Đèn chớp báo chướng ngại Ptel Đề xuất: Khi có sự cố thì xuất kho Cty QLBMT thay thế sửa chữa | Hỏng hóc: 0 lần | VTDP: không | Niên hạn: Không,/thiet-bi/TB_7B4RV4TZ,"'0':31B '7b4rv4tz':2A 'bao':5A,10B 'chop':4A,9B 'chua':28B 'chuong':6A,11B 'co':17B,19B 'cty':23B 'de':14B 'den':3A,8B 'han':36B 'hoc':30B 'hong':29B 'khi':16B 'kho':22B 'khong':34B,37B 'lan':32B 'ngai':7A,12B 'nien':35B 'ptel':13B 'qlbmt':24B 'su':18B 'sua':27B 'tb':1A 'thay':25B 'the':26B 'thi':20B 'vtdp':33B 'xuat':15B,21B",2026-07-17 01:20:13.233503+00
thiet_bi,f5b34036-faf6-4a37-b1d2-85b71c570ca0,TB_62659JPH,Đèn chớp báo chướng ngại,Đèn chớp báo chướng ngại Ptel Đề xuất: Khi có sự cố thì xuất kho Cty QLBMT thay thế sửa chữa | Hỏng hóc: 0 lần | VTDP: không | Niên hạn: Không,/thiet-bi/TB_62659JPH,"'0':31B '62659jph':2A 'bao':5A,10B 'chop':4A,9B 'chua':28B 'chuong':6A,11B 'co':17B,19B 'cty':23B 'de':14B 'den':3A,8B 'han':36B 'hoc':30B 'hong':29B 'khi':16B 'kho':22B 'khong':34B,37B 'lan':32B 'ngai':7A,12B 'nien':35B 'ptel':13B 'qlbmt':24B 'su':18B 'sua':27B 'tb':1A 'thay':25B 'the':26B 'thi':20B 'vtdp':33B 'xuat':15B,21B",2026-07-17 01:20:13.233503+00
thiet_bi,af9aa41c-a428-45df-8bd3-18680fd3a311,TB_XC1TCC0V,Đèn chớp báo chướng ngại,Đèn chớp báo chướng ngại Ptel Đề xuất: Khi có sự cố thì xuất kho Cty QLBMT thay thế sửa chữa | Hỏng hóc: 0 lần | VTDP: không | Niên hạn: Không,/thiet-bi/TB_XC1TCC0V,"'0':31B 'bao':5A,10B 'chop':4A,9B 'chua':28B 'chuong':6A,11B 'co':17B,19B 'cty':23B 'de':14B 'den':3A,8B 'han':36B 'hoc':30B 'hong':29B 'khi':16B 'kho':22B 'khong':34B,37B 'lan':32B 'ngai':7A,12B 'nien':35B 'ptel':13B 'qlbmt':24B 'su':18B 'sua':27B 'tb':1A 'thay':25B 'the':26B 'thi':20B 'vtdp':33B 'xc1tcc0v':2A 'xuat':15B,21B",2026-07-17 01:20:13.233503+00
